0,1,2
oEffect,xIntent,PersonX leaves PersonY's side--cries
oEffect,xIntent,PersonX throws PersonY's arms--yells
oEffect,xIntent,PersonX gives birth to PersonY--cries
oEffect,xIntent,PersonX is going really well--are given nice gifts
oEffect,xIntent,PersonX grabs PersonY's hands--yell at person
oEffect,xIntent,PersonX cuts a dash--see that a dash was cut
oEffect,xIntent,PersonX comes to grief--none
oEffect,xIntent,PersonX comes to grief--none
oEffect,xIntent,PersonX digs in PersonX's heels--none
oEffect,xIntent,PersonX holds PersonX's head high--none
oEffect,xIntent,PersonX holds PersonX's head high--none
oEffect,xIntent,PersonX holds PersonX's head high--none
oEffect,xIntent,PersonX makes PersonY's skin crawl--gets disgusted
oEffect,xIntent,PersonX makes PersonY's skin crawl--none
oEffect,xIntent,PersonX not is able to get a word in edgeways--is avoided
oEffect,xIntent,PersonX not is able to get a word in edgeways--is known as mean
oEffect,xIntent,PersonX not is able to get a word in edgeways--none
oEffect,xIntent,PersonX not is able to get a word in edgeways--none
oEffect,xIntent,PersonX throws in the towel--none
oEffect,xIntent,PersonX throws in the towel--none
oEffect,xIntent,PersonX gives birth to a son--cries
oEffect,xIntent,PersonX gives birth to a son--wants to eat
oEffect,xIntent,PersonX makes PersonY payment--is broke
oEffect,xIntent,PersonX makes PersonY payment--has to work more
oEffect,xIntent,PersonX makes PersonY payment--has access to service
oEffect,xIntent,PersonX serves PersonY country--Bark orders
oEffect,xIntent,PersonX serves PersonY country--Acts more superior
oEffect,xIntent,PersonX obtains PersonY order--eat food
oEffect,xIntent,PersonX obtains PersonY order--pays bill
oEffect,xIntent,PersonX obtains PersonY order--Eat
oEffect,xIntent,PersonX shows PersonY the place--gets introduced
oEffect,xIntent,PersonX shows PersonY the place--gets membership
oEffect,xIntent,PersonX shoots PersonY dead--gets a funeral
oEffect,xIntent,PersonX shoots PersonY dead--gets buried
oEffect,xIntent,PersonX leads PersonY to the conclusion--knows about it
oEffect,xIntent,PersonX saves PersonY from destruction--none
oEffect,xIntent,PersonX bakes PersonX's own bread--gets receipt
oEffect,xIntent,PersonX bakes PersonX's own bread--gets change
oEffect,xIntent,PersonX breaks PersonX's wrist--none
oEffect,xIntent,PersonX breaks PersonX's wrist--none
oEffect,xIntent,PersonX can n't find PersonX's phone--none
oEffect,xIntent,PersonX can n't find PersonX's phone--none
oEffect,xIntent,PersonX is at PersonY's friend 's house--gets a compliment in return
oEffect,xIntent,PersonX visits PersonY's dad--has someone to talk to
oEffect,xIntent,PersonX visits PersonY's dad--thinks about personY
oEffect,xIntent,PersonX works hard in school--receive new knowledge
oEffect,xIntent,PersonX works hard in school--gain new skills
oEffect,xIntent,PersonX works hard in school--receive gratitude for praise
oEffect,xIntent,PersonX takes PersonY to the pet store--finds a good pet
oEffect,xIntent,PersonX decides to visit PersonY--greet guest
oEffect,xIntent,PersonX takes PersonY out for dinner--receives praise
oEffect,xIntent,PersonX eventually got fed up--none
oEffect,xIntent,PersonX eventually got fed up--none
oEffect,xIntent,PersonX wants to cheer PersonY up--listens
oEffect,xIntent,PersonX wants to cheer PersonY up--cheers up
oEffect,xIntent,PersonX gives PersonY some pills--use it in proper way
oEffect,xIntent,PersonX goes night swimming--takes photos
oEffect,xIntent,PersonX gives birth to a baby girl--baby girl is born
oEffect,xIntent,PersonX feels bad afterwards--none
oEffect,xIntent,PersonX feels bad afterwards--none
oEffect,xIntent,PersonX shares ___ with PersonX's friends--pass them around
oEffect,xIntent,PersonX finds a wallet--lose money
oEffect,xIntent,PersonX becomes flat--none
oEffect,xIntent,PersonX becomes flat--none
oEffect,xIntent,PersonX gets very dark--none
oEffect,xIntent,PersonX gets very dark--none
oEffect,xIntent,PersonX tells the landlord--hears an excuse
oEffect,xIntent,PersonX drops the box--none
oEffect,xIntent,PersonX tells PersonY that PersonZ was pregnant--gets kissed
oEffect,xIntent,PersonX seems great--has a good friends
oEffect,xIntent,PersonX takes so long--can't start without him
oEffect,xIntent,PersonX takes so long--don't have enough people to participate
oEffect,xIntent,PersonX takes so long--have to wait
oEffect,xIntent,PersonX finally gave up--none
oEffect,xIntent,PersonX finally gave up--none
oEffect,xIntent,PersonX misses something--none
oEffect,xIntent,PersonX misses something--none
oEffect,xIntent,PersonX finally gave in--none
oEffect,xIntent,PersonX argues a lot--lose some money
oEffect,xIntent,PersonX argues a lot--gets tired
oEffect,xIntent,PersonX argues a lot--gets stressed
oEffect,xIntent,PersonX holds my hand--gets engaged
oEffect,xIntent,PersonX holds my hand--Smiles
oEffect,xIntent,PersonX finds the answer--gain  wisdom
oEffect,xIntent,PersonX finds the answer--get new ideas for findings
oEffect,xIntent,PersonX sees ___ in the mirror--none
oEffect,xIntent,PersonX takes ___ in college--shares knowledge
oEffect,xIntent,PersonX takes ___ in college--is paid for teaching
oEffect,xIntent,PersonX is playing with PersonY's friends--gets left out
